example_id,conversation_id,customer_message,conversation_context,true_intent,expected_action,escalation_reason,notes,timestamp,brand,reference_brand_response
gold_059,10002970,@AppleSupport iPhone 8 Plus will not stay connected to Wi-Fi. drops every few minutes,customer: @AppleSupport still happening after I restarted | brand: @USER Sorry it is not resolved yet. Let's try the next step.,connectivity,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Fri Oct 06 19:23:00 +0000 2017,AppleSupport,"@USER If Wi-Fi is greyed out, try a force restart. If the toggle stays grey, that can be hardware or a deeper software fault — we may need a support ticket."
gold_060,10002578,@AppleSupport personal hotspot drains and disconnects when my laptop joins,,connectivity,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Fri Oct 06 00:24:00 +0000 2017,AppleSupport,"@USER For Bluetooth drops, forget the accessory, toggle Bluetooth, and pair again while the case is open. Which accessory and iOS version are we looking at?"
gold_061,10002504,@AppleSupport Wi-Fi greyed out on MacBook Pro. cannot toggle it at all,,connectivity,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Thu Oct 05 20:54:00 +0000 2017,AppleSupport,"@USER For Bluetooth drops, forget the accessory, toggle Bluetooth, and pair again while the case is open. Which accessory and iOS version are we looking at?"
gold_062,10002874,@AppleSupport cannot pair Apple Watch to iPhone 6s. Bluetooth dance fails,,connectivity,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Fri Oct 06 14:10:00 +0000 2017,AppleSupport,@USER AirDrop needs Wi-Fi + Bluetooth on and the receiver set to Contacts Only or Everyone for 10 minutes. Are both devices signed into iCloud?
gold_063,10002608,@AppleSupport personal hotspot drains and disconnects when my laptop joins,,connectivity,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Fri Oct 06 01:48:00 +0000 2017,AppleSupport,"@USER If Wi-Fi is greyed out, try a force restart. If the toggle stays grey, that can be hardware or a deeper software fault — we may need a support ticket."
gold_064,10002886,@AppleSupport CarPlay disconnects as soon as I start driving. iOS 11.0,,connectivity,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Fri Oct 06 14:45:00 +0000 2017,AppleSupport,@USER AirDrop needs Wi-Fi + Bluetooth on and the receiver set to Contacts Only or Everyone for 10 minutes. Are both devices signed into iCloud?
gold_065,10000990,@AppleSupport MacBook Pro battery drains to 0% in 2 hours with almost no use,customer: @AppleSupport following up — no change | brand: @USER Thanks for the extra detail. We are still looking at this with you.,hardware_device,ESCALATE,Hardware issues often require inspection; default to a human.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Hardware issues often require inspection; default to a human.),Mon Oct 02 22:59:00 +0000 2017,AppleSupport,"@USER Battery drain like that is worth checking. Settings > Battery shows usage. If health is unexpectedly low, a Genius Bar battery diagnostic is the next step. We cannot book that here."
gold_066,10000688,@AppleSupport my iPhone 6 screen is unresponsive in the bottom third. hardware?,,hardware_device,ESCALATE,Hardware issues often require inspection; default to a human.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Hardware issues often require inspection; default to a human.),Mon Oct 02 08:12:00 +0000 2017,AppleSupport,"@USER Sorry your iPad is acting up. Try an untested cable and wall adapter that meets Apple spec. If it still will not charge, this likely needs a hardware check — we recommend an Apple Store / authorized service appointment."
gold_067,10001038,@AppleSupport dropped iPad from waist height and now dead pixels. covered?,,hardware_device,ESCALATE,Hardware issues often require inspection; default to a human.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Hardware issues often require inspection; default to a human.),Tue Oct 03 00:32:00 +0000 2017,AppleSupport,"@USER Sorry your iPad Pro is acting up. Try an untested cable and wall adapter that meets Apple spec. If it still will not charge, this likely needs a hardware check — we recommend an Apple Store / authorized service appointment."
gold_068,10000816,@AppleSupport screen on my iPhone 7 Plus has dead pixels. is this a hardware defect?,,hardware_device,ESCALATE,Hardware issues often require inspection; default to a human.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Hardware issues often require inspection; default to a human.),Mon Oct 02 14:09:00 +0000 2017,AppleSupport,"@USER Battery drain like that is worth checking. Settings > Battery shows usage. If health is unexpectedly low, a Genius Bar battery diagnostic is the next step. We cannot book that here."
gold_069,10000790,@AppleSupport my apple Watch will not turn on at all. apple logo then black,customer: @AppleSupport still happening after I restarted | brand: @USER Sorry it is not resolved yet. Let's try the next step.,hardware_device,ESCALATE,Likely in-person hardware service; do not auto-promise coverage.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Likely in-person hardware service; do not auto-promise coverage.),Mon Oct 02 13:39:00 +0000 2017,AppleSupport,"@USER Battery drain like that is worth checking. Settings > Battery shows usage. If health is unexpectedly low, a Genius Bar battery diagnostic is the next step. We cannot book that here."
gold_070,10000698,@AppleSupport iPhone 8 gets burning hot even when I'm just texting. This is so frustrating.,,hardware_device,ESCALATE,Hardware issues often require inspection; default to a human.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Hardware issues often require inspection; default to a human.),Mon Oct 02 08:40:00 +0000 2017,AppleSupport,"@USER Overheating while idle is not expected. Remove any case, check for background apps, and if it continues, stop using it and get it inspected — especially if the battery looks swollen."
gold_071,10000984,"@AppleSupport iPhone 8 Plus randomly reboots during the day. not after an update, been on this ios for months",,hardware_device,ESCALATE,Hardware issues often require inspection; default to a human.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Hardware issues often require inspection; default to a human.),Mon Oct 02 21:58:00 +0000 2017,AppleSupport,"@USER If the device will not power on, try a force restart. If you only get the Apple logo then black, it needs in-person service. Backup first if iTunes/Finder still sees it."
gold_072,10000784,@AppleSupport my iPad Pro wont charge. tried 3 cables and 2 bricks. It's been two days.,,hardware_device,ESCALATE,Hardware issues often require inspection; default to a human.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Hardware issues often require inspection; default to a human.),Mon Oct 02 12:38:00 +0000 2017,AppleSupport,"@USER If the device will not power on, try a force restart. If you only get the Apple logo then black, it needs in-person service. Backup first if iTunes/Finder still sees it."
gold_073,10000744,"@AppleSupport iPhone 8 Plus randomly reboots during the day. not after an update, been on this ios for months",,hardware_device,ESCALATE,Hardware issues often require inspection; default to a human.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Hardware issues often require inspection; default to a human.),Mon Oct 02 10:46:00 +0000 2017,AppleSupport,@USER A line or blotch on the display is usually hardware. Please back up the device and book a service appointment. We will not guess whether it is covered until they inspect it.
gold_074,10001124,@AppleSupport Touch ID / home button on iPhone 8 Plus stopped working this morning,,hardware_device,ESCALATE,Hardware issues often require inspection; default to a human.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Hardware issues often require inspection; default to a human.),Tue Oct 03 04:30:00 +0000 2017,AppleSupport,"@USER Overheating while idle is not expected. Remove any case, check for background apps, and if it continues, stop using it and get it inspected — especially if the battery looks swollen."
gold_075,10000620,@AppleSupport battery health already 23% after 11 months on iPhone X,customer: @AppleSupport still happening after I restarted | brand: @USER Thanks for the extra detail. We are still looking at this with you.,hardware_device,ESCALATE,Hardware issues often require inspection; default to a human.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Hardware issues often require inspection; default to a human.),Mon Oct 02 05:43:00 +0000 2017,AppleSupport,"@USER If the device will not power on, try a force restart. If you only get the Apple logo then black, it needs in-person service. Backup first if iTunes/Finder still sees it."
gold_076,10000970,@AppleSupport my iPhone 6s will not turn on at all. apple logo then black,customer: @AppleSupport following up — no change | brand: @USER Thanks for the extra detail. We are still looking at this with you.,hardware_device,ESCALATE,Likely in-person hardware service; do not auto-promise coverage.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Likely in-person hardware service; do not auto-promise coverage.),Mon Oct 02 22:03:00 +0000 2017,AppleSupport,"@USER If the device will not power on, try a force restart. If you only get the Apple logo then black, it needs in-person service. Backup first if iTunes/Finder still sees it."
gold_077,10001166,@AppleSupport charging port on iPhone X is loose. only charges at a certain angle,,hardware_device,ESCALATE,Hardware issues often require inspection; default to a human.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Hardware issues often require inspection; default to a human.),Tue Oct 03 06:29:00 +0000 2017,AppleSupport,"@USER Battery drain like that is worth checking. Settings > Battery shows usage. If health is unexpectedly low, a Genius Bar battery diagnostic is the next step. We cannot book that here."
gold_078,10000774,"@AppleSupport MacBook Pro randomly reboots during the day. not after an update, been on this ios for months",,hardware_device,ESCALATE,Hardware issues often require inspection; default to a human.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Hardware issues often require inspection; default to a human.),Mon Oct 02 12:10:00 +0000 2017,AppleSupport,"@USER Overheating while idle is not expected. Remove any case, check for background apps, and if it continues, stop using it and get it inspected — especially if the battery looks swollen."
gold_079,10000724,@AppleSupport my iPhone X won't charge. tried 3 cables and 2 bricks. Please help.,,hardware_device,ESCALATE,Likely in-person hardware service; do not auto-promise coverage.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Likely in-person hardware service; do not auto-promise coverage.),Mon Oct 02 09:50:00 +0000 2017,AppleSupport,"@USER Overheating while idle is not expected. Remove any case, check for background apps, and if it continues, stop using it and get it inspected — especially if the battery looks swollen."
gold_080,10001168,@AppleSupport my iPhone X screen is unresponsive in the bottom third. hardware?,,hardware_device,ESCALATE,Hardware issues often require inspection; default to a human.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Hardware issues often require inspection; default to a human.),Tue Oct 03 06:36:00 +0000 2017,AppleSupport,@USER A line or blotch on the display is usually hardware. Please back up the device and book a service appointment. We will not guess whether it is covered until they inspect it.
gold_081,10004294,@AppleSupport where is Do Not Disturb on iPhone 6?,,how_to_feature,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Information / how-to request that can be answered from public documentation patterns.),Mon Oct 09 08:26:00 +0000 2017,AppleSupport,"@USER Do Not Disturb is in Settings > Do Not Disturb, and also in Control Center (moon icon). On iOS 11.0 you can schedule it there."
gold_082,10004420,@AppleSupport how do I stop Notes from using cellular data,customer: @AppleSupport I already tried that yesterday | brand: @USER Thanks for the extra detail. We are still looking at this with you.,how_to_feature,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Information / how-to request that can be answered from public documentation patterns.),Mon Oct 09 15:03:00 +0000 2017,AppleSupport,"@USER Screen recording is in Control Center on iOS 11.2: Settings > Control Center > Customize, add Screen Recording."
gold_083,10004310,@AppleSupport what does the little moon icon mean in the status bar,customer: @AppleSupport still happening after I restarted | brand: @USER Thanks for the extra detail. We are still looking at this with you.,how_to_feature,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Information / how-to request that can be answered from public documentation patterns.),Mon Oct 09 09:55:00 +0000 2017,AppleSupport,"@USER Screenshot: on iPad with Face ID, press side + volume up together. On devices with a Home button, side/top + Home."
gold_084,10004326,@AppleSupport does iPhone X support wireless charging?,,how_to_feature,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Information / how-to request that can be answered from public documentation patterns.),Mon Oct 09 09:57:00 +0000 2017,AppleSupport,"@USER Screenshot: on iPad Pro with Face ID, press side + volume up together. On devices with a Home button, side/top + Home."
gold_085,10004670,@AppleSupport what does the little moon icon mean in the status bar,customer: @AppleSupport I already tried that yesterday | brand: @USER Sorry it is not resolved yet. Let's try the next step.,how_to_feature,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Information / how-to request that can be answered from public documentation patterns.),Tue Oct 10 02:43:00 +0000 2017,AppleSupport,"@USER Screenshot: on iPhone 7 Plus with Face ID, press side + volume up together. On devices with a Home button, side/top + Home."
gold_086,10004344,@AppleSupport can I use two WhatsApp accounts on MacBook Pro,,how_to_feature,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Information / how-to request that can be answered from public documentation patterns.),Mon Oct 09 10:46:00 +0000 2017,AppleSupport,@USER Battery usage by app: Settings > Battery. Let it collect for a few hours after a reboot for a fair picture.
gold_087,10004774,@AppleSupport where is Do Not Disturb on iPhone 6s?,,how_to_feature,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Information / how-to request that can be answered from public documentation patterns.),Tue Oct 10 06:50:00 +0000 2017,AppleSupport,"@USER Do Not Disturb is in Settings > Do Not Disturb, and also in Control Center (moon icon). On iOS 11.0.1 you can schedule it there."
gold_088,10004798,@AppleSupport does iOS 11.0.2 let me record the screen without a Mac,,how_to_feature,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Information / how-to request that can be answered from public documentation patterns.),Tue Oct 10 08:00:00 +0000 2017,AppleSupport,@USER Wireless charging depends on the model. iPhone 8 and iPhone X support Qi. Older iPhones do not. We would not assume a third-party charger is certified.
gold_089,10004726,@AppleSupport is there a way to hide photos without deleting them,,how_to_feature,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Information / how-to request that can be answered from public documentation patterns.),Tue Oct 10 04:37:00 +0000 2017,AppleSupport,@USER You can turn off Wi-Fi Assist in Settings > Cellular > Wi-Fi Assist (near the bottom). That setting is on by default on iOS 11.0.2.
gold_090,10004770,@AppleSupport how do I turn off Wi-Fi Assist on iOS 11.1?,customer: @AppleSupport that did not work | brand: @USER Thanks for the extra detail. We are still looking at this with you.,how_to_feature,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Information / how-to request that can be answered from public documentation patterns.),Tue Oct 10 07:23:00 +0000 2017,AppleSupport,@USER You can turn off Wi-Fi Assist in Settings > Cellular > Wi-Fi Assist (near the bottom). That setting is on by default on iOS 11.1.
gold_091,10004756,@AppleSupport is there a way to hide photos without deleting them,,how_to_feature,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Information / how-to request that can be answered from public documentation patterns.),Tue Oct 10 06:01:00 +0000 2017,AppleSupport,@USER You can turn off Wi-Fi Assist in Settings > Cellular > Wi-Fi Assist (near the bottom). That setting is on by default on iOS 11.0.
gold_092,10004436,@AppleSupport how to move apps back to the dock on iOS 11.0.1,,how_to_feature,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Information / how-to request that can be answered from public documentation patterns.),Mon Oct 09 15:05:00 +0000 2017,AppleSupport,"@USER Screen recording is in Control Center on iOS 11.2: Settings > Control Center > Customize, add Screen Recording."
gold_093,10004536,@AppleSupport does iPhone 7 support wireless charging?,,how_to_feature,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Information / how-to request that can be answered from public documentation patterns.),Mon Oct 09 19:45:00 +0000 2017,AppleSupport,"@USER Screenshot: on iPad Pro with Face ID, press side + volume up together. On devices with a Home button, side/top + Home."
gold_094,10004750,@AppleSupport how do I stop Photos from using cellular data,customer: @AppleSupport following up — no change | brand: @USER Thanks for the extra detail. We are still looking at this with you.,how_to_feature,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Information / how-to request that can be answered from public documentation patterns.),Tue Oct 10 06:27:00 +0000 2017,AppleSupport,"@USER Screen recording is in Control Center on iOS 11.0.2: Settings > Control Center > Customize, add Screen Recording."
gold_095,10004246,@AppleSupport is there a way to hide photos without deleting them,,how_to_feature,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Information / how-to request that can be answered from public documentation patterns.),Mon Oct 09 06:13:00 +0000 2017,AppleSupport,@USER You can turn off Wi-Fi Assist in Settings > Cellular > Wi-Fi Assist (near the bottom). That setting is on by default on iOS 11.1.
gold_096,10004236,@AppleSupport does iPhone 8 Plus support wireless charging?,,how_to_feature,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Information / how-to request that can be answered from public documentation patterns.),Mon Oct 09 05:45:00 +0000 2017,AppleSupport,"@USER Screenshot: on iPhone 7 with Face ID, press side + volume up together. On devices with a Home button, side/top + Home."
gold_097,10000554,@AppleSupport I installed iOS 10.3.3 last night and now my iPhone 8 Plus going black,,ios_update_bug,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Mon Oct 02 01:54:00 +0000 2017,AppleSupport,"@USER Let's check this. After the update, try a force restart (volume up, volume down, then hold the side button). Reply with what happens."
gold_098,10000334,@AppleSupport iOS 11.2 made my iPhone 8 Plus unusable. apps closing. It's been two days.,,ios_update_bug,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Sun Oct 01 15:38:00 +0000 2017,AppleSupport,@USER Sorry this update has been rough. Go to Settings > General > iPhone Storage and check whether the update fully installed. Screenshot of Settings > General > About is useful — send via DM if you prefer.
gold_099,10000066,@AppleSupport ever since the iOS 11.1 update crashing on my iPhone 6s,,ios_update_bug,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Sun Oct 01 03:09:00 +0000 2017,AppleSupport,"@USER Let's check this. After the update, try a force restart (volume up, volume down, then hold the side button). Reply with what happens."
gold_100,10000096,@AppleSupport ever since the iOS 11.0.1 update restarting on my iPad,,ios_update_bug,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Sun Oct 01 04:33:00 +0000 2017,AppleSupport,@USER Sorry this update has been rough. Go to Settings > General > iPhone Storage and check whether the update fully installed. Screenshot of Settings > General > About is useful — send via DM if you prefer.
gold_101,10000138,@AppleSupport can I roll back from iOS 11.0? iPhone 7 Plus going black constantly,,ios_update_bug,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Sun Oct 01 06:32:00 +0000 2017,AppleSupport,@USER We'd like to help. Which iOS version is currently installed? You can find this in Settings > General > About. Also tell us the last step you tried.
gold_102,10000088,@AppleSupport Mail and Safari freeze on iOS 10.3.3. MacBook Pro. this started after the update,,ios_update_bug,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Sun Oct 01 04:12:00 +0000 2017,AppleSupport,@USER We'd like to help. Which iOS version is currently installed? You can find this in Settings > General > About. Also tell us the last step you tried.
gold_103,10000470,@AppleSupport iOS 11.0.2 update failed and my iPad is stuck on the Apple logo,customer: @AppleSupport that did not work | brand: @USER Thanks for the extra detail. We are still looking at this with you.,ios_update_bug,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Sun Oct 01 22:43:00 +0000 2017,AppleSupport,@USER Sorry this update has been rough. Go to Settings > General > iPhone Storage and check whether the update fully installed. Screenshot of Settings > General > About is useful — send via DM if you prefer.
gold_104,10000248,@AppleSupport why is iOS 11.0.1 so buggy on iPhone 6? Camera going black,,ios_update_bug,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Sun Oct 01 11:40:00 +0000 2017,AppleSupport,"@USER If the device is looping on the Apple logo, connect it to a computer and check for recovery mode. We can walk you through that. Which computer OS do you have?"
gold_105,10000316,@AppleSupport is anyone else's iPad restarting after the iOS 11.0.2 update,,ios_update_bug,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Sun Oct 01 14:49:00 +0000 2017,AppleSupport,"@USER Let's check this. After the update, try a force restart (volume up, volume down, then hold the side button). Reply with what happens."
gold_106,10000460,@AppleSupport Music keeps crashing on iOS 11.0.1 iPhone 6 Any advice?,customer: @AppleSupport that did not work | brand: @USER Sorry it is not resolved yet. Let's try the next step.,ios_update_bug,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Sun Oct 01 22:15:00 +0000 2017,AppleSupport,"@USER If the device is looping on the Apple logo, connect it to a computer and check for recovery mode. We can walk you through that. Which computer OS do you have?"
gold_107,10000268,@AppleSupport Mail and Safari freeze on iOS 10.3.3. MacBook Pro. this started after the update,,ios_update_bug,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Sun Oct 01 12:36:00 +0000 2017,AppleSupport,"@USER Thanks for writing in. If Notes is crashing on iOS 11.0, please update that app from the App Store and test again. If it continues, we can look at a backup + restore path."
gold_108,10000358,@AppleSupport Mail and Safari freeze on iOS 10.3.3. iPad. this started after the update,,ios_update_bug,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Sun Oct 01 16:48:00 +0000 2017,AppleSupport,@USER Sorry this update has been rough. Go to Settings > General > iPhone Storage and check whether the update fully installed. Screenshot of Settings > General > About is useful — send via DM if you prefer.
gold_109,10000418,@AppleSupport Mail and Safari freeze on iOS 11.0.2. iPhone 8. this started after the update,,ios_update_bug,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Sun Oct 01 19:36:00 +0000 2017,AppleSupport,"@USER Thanks for writing in. If Mail is crashing on iOS 10.3.3, please update that app from the App Store and test again. If it continues, we can look at a backup + restore path."
gold_110,10000380,@AppleSupport iOS 11.0.1 update failed and my iPhone 6s is stuck on the Apple logo,customer: @AppleSupport still happening after I restarted | brand: @USER Sorry it is not resolved yet. Let's try the next step.,ios_update_bug,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Sun Oct 01 18:31:00 +0000 2017,AppleSupport,"@USER Thanks for writing in. If Music is crashing on iOS 11.1, please update that app from the App Store and test again. If it continues, we can look at a backup + restore path."
gold_111,10000064,@AppleSupport iOS 11.0.1 made my iPhone 7 Plus unusable. freezing. This is so frustrating.,,ios_update_bug,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Sun Oct 01 03:02:00 +0000 2017,AppleSupport,@USER We'd like to help. Which iOS version is currently installed? You can find this in Settings > General > About. Also tell us the last step you tried.
gold_112,10000504,"@AppleSupport after updating iPhone 7 Plus to 11.0.1, Photos closes as soon as I open it",,ios_update_bug,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Sun Oct 01 23:34:00 +0000 2017,AppleSupport,"@USER Let's check this. After the update, try a force restart (volume up, volume down, then hold the side button). Reply with what happens."
gold_113,10003634,@AppleSupport the MacBook Pro I received has a damaged box and a rattling noise,,order_purchase,ESCALATE,Order lookup and shipping exceptions are account-specific.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Order lookup and shipping exceptions are account-specific.),Sun Oct 08 01:38:00 +0000 2017,AppleSupport,"@USER Address changes are only possible before the order ships, and only through the order specialist. DM the order number — we will not edit addresses on a public tweet."
gold_114,10003818,@AppleSupport tracking number for my apple TV has not updated in a week,,order_purchase,ESCALATE,Order lookup and shipping exceptions are account-specific.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Order lookup and shipping exceptions are account-specific.),Sun Oct 08 10:16:00 +0000 2017,AppleSupport,"@USER Pickup emails sometimes lag. Check the Apple Store app under orders, or the Apple ID email. If the store cannot find it, DM us the reservation details."
gold_115,10003888,@AppleSupport apple Store said my iPad Pro is ready but they cannot find it,,order_purchase,ESCALATE,Order lookup and shipping exceptions are account-specific.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Order lookup and shipping exceptions are account-specific.),Sun Oct 08 13:32:00 +0000 2017,AppleSupport,@USER We cannot see your order from this public thread. Please DM the order number and the email used at checkout (not your password) so a specialist can check shipping status.
gold_116,10003890,@AppleSupport preorder AirPods slipped from launch week to sometime next month,customer: @AppleSupport still happening after I restarted | brand: @USER Thanks for the extra detail. We are still looking at this with you.,order_purchase,ESCALATE,Order lookup and shipping exceptions are account-specific.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Order lookup and shipping exceptions are account-specific.),Sun Oct 08 14:19:00 +0000 2017,AppleSupport,"@USER Damaged delivery: please photograph the box and serial if visible, and DM the order number. Do not continue setup if you want a replacement review. We cannot approve a replacement here."
gold_117,10003860,@AppleSupport preorder MacBook Pro slipped from launch week to sometime next month,customer: @AppleSupport following up — no change | brand: @USER Thanks for the extra detail. We are still looking at this with you.,order_purchase,ESCALATE,Order lookup and shipping exceptions are account-specific.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Order lookup and shipping exceptions are account-specific.),Sun Oct 08 12:55:00 +0000 2017,AppleSupport,"@USER Missing accessories or a cancelled-but-charged order needs the sales record. Please DM order number + last four of the payment method, never the full card."
gold_118,10003648,@AppleSupport Apple Store said my iPad Pro is ready but they cannot find it,,order_purchase,ESCALATE,Order lookup and shipping exceptions are account-specific.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Order lookup and shipping exceptions are account-specific.),Sun Oct 08 02:20:00 +0000 2017,AppleSupport,"@USER Missing accessories or a cancelled-but-charged order needs the sales record. Please DM order number + last four of the payment method, never the full card."
gold_119,10003878,@AppleSupport tracking number for my iPad Pro has not updated in a week,,order_purchase,ESCALATE,Order lookup and shipping exceptions are account-specific.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Order lookup and shipping exceptions are account-specific.),Sun Oct 08 13:04:00 +0000 2017,AppleSupport,"@USER Damaged delivery: please photograph the box and serial if visible, and DM the order number. Do not continue setup if you want a replacement review. We cannot approve a replacement here."
gold_120,10003916,@AppleSupport can I change the shipping address on my MacBook Pro order? not shipped yet,,order_purchase,ESCALATE,Order lookup and shipping exceptions are account-specific.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Order lookup and shipping exceptions are account-specific.),Sun Oct 08 14:49:00 +0000 2017,AppleSupport,"@USER Damaged delivery: please photograph the box and serial if visible, and DM the order number. Do not continue setup if you want a replacement review. We cannot approve a replacement here."
gold_121,10004058,@AppleSupport tracking number for my iPhone X has not updated in a week,,order_purchase,ESCALATE,Order lookup and shipping exceptions are account-specific.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Order lookup and shipping exceptions are account-specific.),Sun Oct 08 21:28:00 +0000 2017,AppleSupport,"@USER Address changes are only possible before the order ships, and only through the order specialist. DM the order number — we will not edit addresses on a public tweet."
